Province_Raw,ImmCategory,REF_DATE,Year,YearQtr,Admissions,Geo_Level
Nova Scotia - Total,Government-Assisted Refugee,2015-Q2,2015,2015-Q2,15.0,Provincial
Nova Scotia - Total,Privately Sponsored Refugee,2015-Q2,2015,2015-Q2,0.0,Provincial
New Brunswick - Total,Canadian Experience,2015-Q2,2015,2015-Q2,,Provincial
New Brunswick - Total,Caregiver,2015-Q2,2015,2015-Q2,270.0,Provincial
New Brunswick - Total,Skilled Worker,2015-Q2,2015,2015-Q2,7410.0,Provincial
New Brunswick - Total,Entrepreneur,2015-Q2,2015,2015-Q2,55.0,Provincial
New Brunswick - Total,Investor,2015-Q2,2015,2015-Q2,1350.0,Provincial
New Brunswick - Total,Self-Employed,2015-Q2,2015,2015-Q2,45.0,Provincial
New Brunswick - Total,Provincial Nominee Program,2015-Q2,2015,2015-Q2,,Provincial
New Brunswick - Total,Sponsored Children,2015-Q2,2015,2015-Q2,155.0,Provincial
New Brunswick - Total,Sponsored Extended Family Member,2015-Q2,2015,2015-Q2,5.0,Provincial
New Brunswick - Total,Sponsored Parent or Grandparent,2015-Q2,2015,2015-Q2,270.0,Provincial
New Brunswick - Total,Sponsored Spouse or Partner,2015-Q2,2015,2015-Q2,2175.0,Provincial
New Brunswick - Total,Blended Sponsorship Refugee,2015-Q2,2015,2015-Q2,0.0,Provincial
New Brunswick - Total,Government-Assisted Refugee,2015-Q2,2015,2015-Q2,225.0,Provincial
New Brunswick - Total,Privately Sponsored Refugee,2015-Q2,2015,2015-Q2,440.0,Provincial
Quebec - Total,Agri-Food Pilot,2015-Q2,2015,2015-Q2,0.0,Provincial
Quebec - Total,Canadian Experience,2015-Q2,2015,2015-Q2,2990.0,Provincial
Quebec - Total,Caregiver,2015-Q2,2015,2015-Q2,5000.0,Provincial
Quebec - Total,Federal Economic Mobility Pathways Pilot,2015-Q2,2015,2015-Q2,0.0,Provincial
Quebec - Total,Rural and Northern Immigration,2015-Q2,2015,2015-Q2,0.0,Provincial
Quebec - Total,Skilled Trade,2015-Q2,2015,2015-Q2,35.0,Provincial
Quebec - Total,Skilled Worker,2015-Q2,2015,2015-Q2,7485.0,Provincial
Quebec - Total,Entrepreneur,2015-Q2,2015,2015-Q2,15.0,Provincial
Quebec - Total,Investor,2015-Q2,2015,2015-Q2,45.0,Provincial
Quebec - Total,Self-Employed,2015-Q2,2015,2015-Q2,85.0,Provincial
Quebec - Total,Start-up Business,2015-Q2,2015,2015-Q2,15.0,Provincial
Quebec - Total,Provincial Nominee Program,2015-Q2,2015,2015-Q2,1210.0,Provincial
Quebec - Total,Temporary Resident to Permanent Resident Pathway,2015-Q2,2015,2015-Q2,0.0,Provincial
Quebec - Total,Sponsored Children,2015-Q2,2015,2015-Q2,355.0,Provincial
Quebec - Total,Sponsored Extended Family Member,2015-Q2,2015,2015-Q2,55.0,Provincial
Quebec - Total,Sponsored Parent or Grandparent,2015-Q2,2015,2015-Q2,2035.0,Provincial
Quebec - Total,Sponsored Spouse or Partner,2015-Q2,2015,2015-Q2,5215.0,Provincial
Quebec - Total,Blended Sponsorship Refugee,2015-Q2,2015,2015-Q2,35.0,Provincial
Quebec - Total,Government-Assisted Refugee,2015-Q2,2015,2015-Q2,515.0,Provincial
Quebec - Total,Privately Sponsored Refugee,2015-Q2,2015,2015-Q2,510.0,Provincial
Ontario - Total,Agri-Food Pilot,2015-Q2,2015,2015-Q2,0.0,Provincial
Ontario - Total,Canadian Experience,2015-Q2,2015,2015-Q2,45.0,Provincial
Ontario - Total,Caregiver,2015-Q2,2015,2015-Q2,50.0,Provincial
Ontario - Total,Federal Economic Mobility Pathways Pilot,2015-Q2,2015,2015-Q2,0.0,Provincial
Ontario - Total,Rural and Northern Immigration,2015-Q2,2015,2015-Q2,0.0,Provincial
Ontario - Total,Skilled Trade,2015-Q2,2015,2015-Q2,,Provincial
Ontario - Total,Skilled Worker,2015-Q2,2015,2015-Q2,180.0,Provincial
Ontario - Total,Entrepreneur,2015-Q2,2015,2015-Q2,,Provincial
Ontario - Total,Self-Employed,2015-Q2,2015,2015-Q2,,Provincial
Ontario - Total,Start-up Business,2015-Q2,2015,2015-Q2,0.0,Provincial
Ontario - Total,Provincial Nominee Program,2015-Q2,2015,2015-Q2,2920.0,Provincial
Ontario - Total,Temporary Resident to Permanent Resident Pathway,2015-Q2,2015,2015-Q2,0.0,Provincial
Ontario - Total,Sponsored Children,2015-Q2,2015,2015-Q2,30.0,Provincial
Ontario - Total,Sponsored Extended Family Member,2015-Q2,2015,2015-Q2,,Provincial
Ontario - Total,Sponsored Parent or Grandparent,2015-Q2,2015,2015-Q2,95.0,Provincial
Ontario - Total,Sponsored Spouse or Partner,2015-Q2,2015,2015-Q2,365.0,Provincial
Ontario - Total,Blended Sponsorship Refugee,2015-Q2,2015,2015-Q2,,Provincial
Ontario - Total,Government-Assisted Refugee,2015-Q2,2015,2015-Q2,70.0,Provincial
Ontario - Total,Privately Sponsored Refugee,2015-Q2,2015,2015-Q2,255.0,Provincial
Manitoba - Total,Agri-Food Pilot,2015-Q2,2015,2015-Q2,0.0,Provincial
Manitoba - Total,Canadian Experience,2015-Q2,2015,2015-Q2,110.0,Provincial
Manitoba - Total,Caregiver,2015-Q2,2015,2015-Q2,95.0,Provincial
Manitoba - Total,Federal Economic Mobility Pathways Pilot,2015-Q2,2015,2015-Q2,0.0,Provincial
Manitoba - Total,Rural and Northern Immigration,2015-Q2,2015,2015-Q2,0.0,Provincial
Manitoba - Total,Skilled Trade,2015-Q2,2015,2015-Q2,15.0,Provincial
Manitoba - Total,Skilled Worker,2015-Q2,2015,2015-Q2,190.0,Provincial
Manitoba - Total,Self-Employed,2015-Q2,2015,2015-Q2,,Provincial
Manitoba - Total,Provincial Nominee Program,2015-Q2,2015,2015-Q2,2610.0,Provincial
Manitoba - Total,Temporary Resident to Permanent Resident Pathway,2015-Q2,2015,2015-Q2,0.0,Provincial
Manitoba - Total,Sponsored Children,2015-Q2,2015,2015-Q2,20.0,Provincial
Manitoba - Total,Sponsored Extended Family Member,2015-Q2,2015,2015-Q2,,Provincial
Manitoba - Total,Sponsored Parent or Grandparent,2015-Q2,2015,2015-Q2,50.0,Provincial
Manitoba - Total,Sponsored Spouse or Partner,2015-Q2,2015,2015-Q2,345.0,Provincial
Manitoba - Total,Blended Sponsorship Refugee,2015-Q2,2015,2015-Q2,,Provincial
Manitoba - Total,Government-Assisted Refugee,2015-Q2,2015,2015-Q2,130.0,Provincial
Manitoba - Total,Privately Sponsored Refugee,2015-Q2,2015,2015-Q2,25.0,Provincial
Saskatchewan - Total,Agri-Food Pilot,2015-Q2,2015,2015-Q2,0.0,Provincial
Saskatchewan - Total,Canadian Experience,2015-Q2,2015,2015-Q2,1225.0,Provincial
Saskatchewan - Total,Caregiver,2015-Q2,2015,2015-Q2,1705.0,Provincial
Saskatchewan - Total,Federal Economic Mobility Pathways Pilot,2015-Q2,2015,2015-Q2,0.0,Provincial
Saskatchewan - Total,Rural and Northern Immigration,2015-Q2,2015,2015-Q2,0.0,Provincial
Saskatchewan - Total,Skilled Trade,2015-Q2,2015,2015-Q2,120.0,Provincial
Saskatchewan - Total,Skilled Worker,2015-Q2,2015,2015-Q2,2330.0,Provincial
Saskatchewan - Total,Entrepreneur,2015-Q2,2015,2015-Q2,0.0,Provincial
Saskatchewan - Total,Investor,2015-Q2,2015,2015-Q2,,Provincial
Saskatchewan - Total,Self-Employed,2015-Q2,2015,2015-Q2,20.0,Provincial
Saskatchewan - Total,Start-up Business,2015-Q2,2015,2015-Q2,0.0,Provincial
Saskatchewan - Total,Provincial Nominee Program,2015-Q2,2015,2015-Q2,3425.0,Provincial
Saskatchewan - Total,Temporary Resident to Permanent Resident Pathway,2015-Q2,2015,2015-Q2,0.0,Provincial
Saskatchewan - Total,Sponsored Children,2015-Q2,2015,2015-Q2,120.0,Provincial
Saskatchewan - Total,Sponsored Extended Family Member,2015-Q2,2015,2015-Q2,25.0,Provincial
Saskatchewan - Total,Sponsored Parent or Grandparent,2015-Q2,2015,2015-Q2,475.0,Provincial
Saskatchewan - Total,Sponsored Spouse or Partner,2015-Q2,2015,2015-Q2,1870.0,Provincial
Saskatchewan - Total,Blended Sponsorship Refugee,2015-Q2,2015,2015-Q2,5.0,Provincial
Saskatchewan - Total,Government-Assisted Refugee,2015-Q2,2015,2015-Q2,195.0,Provincial
Saskatchewan - Total,Privately Sponsored Refugee,2015-Q2,2015,2015-Q2,170.0,Provincial
Alberta - Total,Agri-Food Pilot,2015-Q2,2015,2015-Q2,0.0,Provincial
Alberta - Total,Canadian Experience,2015-Q2,2015,2015-Q2,680.0,Provincial
Alberta - Total,Caregiver,2015-Q2,2015,2015-Q2,1605.0,Provincial
Alberta - Total,Federal Economic Mobility Pathways Pilot,2015-Q2,2015,2015-Q2,0.0,Provincial
Alberta - Total,Rural and Northern Immigration,2015-Q2,2015,2015-Q2,0.0,Provincial
Alberta - Total,Skilled Trade,2015-Q2,2015,2015-Q2,10.0,Provincial
Alberta - Total,Skilled Worker,2015-Q2,2015,2015-Q2,1550.0,Provincial
Alberta - Total,Entrepreneur,2015-Q2,2015,2015-Q2,0.0,Provincial
Alberta - Total,Investor,2015-Q2,2015,2015-Q2,50.0,Provincial
Alberta - Total,Self-Employed,2015-Q2,2015,2015-Q2,45.0,Provincial
Alberta - Total,Start-up Business,2015-Q2,2015,2015-Q2,,Provincial
Alberta - Total,Provincial Nominee Program,2015-Q2,2015,2015-Q2,2290.0,Provincial
Alberta - Total,Temporary Resident to Permanent Resident Pathway,2015-Q2,2015,2015-Q2,0.0,Provincial
Alberta - Total,Sponsored Children,2015-Q2,2015,2015-Q2,85.0,Provincial
Alberta - Total,Sponsored Extended Family Member,2015-Q2,2015,2015-Q2,10.0,Provincial
Alberta - Total,Sponsored Parent or Grandparent,2015-Q2,2015,2015-Q2,775.0,Provincial
Alberta - Total,Sponsored Spouse or Partner,2015-Q2,2015,2015-Q2,1680.0,Provincial
Alberta - Total,Blended Sponsorship Refugee,2015-Q2,2015,2015-Q2,20.0,Provincial
Alberta - Total,Government-Assisted Refugee,2015-Q2,2015,2015-Q2,180.0,Provincial
Alberta - Total,Privately Sponsored Refugee,2015-Q2,2015,2015-Q2,50.0,Provincial
British Columbia - Total,Canadian Experience,2015-Q2,2015,2015-Q2,5.0,Provincial
British Columbia - Total,Caregiver,2015-Q2,2015,2015-Q2,,Provincial
British Columbia - Total,Skilled Trade,2015-Q2,2015,2015-Q2,0.0,Provincial
British Columbia - Total,Skilled Worker,2015-Q2,2015,2015-Q2,,Provincial
British Columbia - Total,Self-Employed,2015-Q2,2015,2015-Q2,0.0,Provincial
British Columbia - Total,Provincial Nominee Program,2015-Q2,2015,2015-Q2,40.0,Provincial
British Columbia - Total,Temporary Resident to Permanent Resident Pathway,2015-Q2,2015,2015-Q2,0.0,Provincial
British Columbia - Total,Sponsored Children,2015-Q2,2015,2015-Q2,,Provincial
British Columbia - Total,Sponsored Extended Family Member,2015-Q2,2015,2015-Q2,0.0,Provincial
British Columbia - Total,Sponsored Parent or Grandparent,2015-Q2,2015,2015-Q2,,Provincial
British Columbia - Total,Sponsored Spouse or Partner,2015-Q2,2015,2015-Q2,15.0,Provincial
British Columbia - Total,Blended Sponsorship Refugee,2015-Q2,2015,2015-Q2,0.0,Provincial
British Columbia - Total,Privately Sponsored Refugee,2015-Q2,2015,2015-Q2,0.0,Provincial
Yukon - Total,Canadian Experience,2015-Q2,2015,2015-Q2,5.0,Provincial
Yukon - Total,Caregiver,2015-Q2,2015,2015-Q2,20.0,Provincial
Yukon - Total,Skilled Trade,2015-Q2,2015,2015-Q2,0.0,Provincial
Yukon - Total,Skilled Worker,2015-Q2,2015,2015-Q2,5.0,Provincial
Yukon - Total,Provincial Nominee Program,2015-Q2,2015,2015-Q2,20.0,Provincial
Yukon - Total,Temporary Resident to Permanent Resident Pathway,2015-Q2,2015,2015-Q2,0.0,Provincial
Yukon - Total,Sponsored Children,2015-Q2,2015,2015-Q2,,Provincial
Yukon - Total,Sponsored Extended Family Member,2015-Q2,2015,2015-Q2,0.0,Provincial
Yukon - Total,Sponsored Parent or Grandparent,2015-Q2,2015,2015-Q2,,Provincial
Yukon - Total,Sponsored Spouse or Partner,2015-Q2,2015,2015-Q2,15.0,Provincial
Yukon - Total,Blended Sponsorship Refugee,2015-Q2,2015,2015-Q2,0.0,Provincial
Yukon - Total,Privately Sponsored Refugee,2015-Q2,2015,2015-Q2,0.0,Provincial
Northwest Territories - Total,Canadian Experience,2015-Q2,2015,2015-Q2,,Provincial
Northwest Territories - Total,Caregiver,2015-Q2,2015,2015-Q2,5.0,Provincial
Northwest Territories - Total,Skilled Trade,2015-Q2,2015,2015-Q2,0.0,Provincial
Northwest Territories - Total,Skilled Worker,2015-Q2,2015,2015-Q2,,Provincial
Northwest Territories - Total,Temporary Resident to Permanent Resident Pathway,2015-Q2,2015,2015-Q2,0.0,Provincial
Northwest Territories - Total,Sponsored Children,2015-Q2,2015,2015-Q2,0.0,Provincial
Northwest Territories - Total,Sponsored Extended Family Member,2015-Q2,2015,2015-Q2,0.0,Provincial
Northwest Territories - Total,Sponsored Parent or Grandparent,2015-Q2,2015,2015-Q2,0.0,Provincial
Northwest Territories - Total,Sponsored Spouse or Partner,2015-Q2,2015,2015-Q2,,Provincial
Northwest Territories - Total,Privately Sponsored Refugee,2015-Q2,2015,2015-Q2,0.0,Provincial
,Agri-Food Pilot,2015-Q3,2015,2015-Q3,0.0,Unknown
,Atlantic Immigration Pilot Programs,2015-Q3,2015,2015-Q3,0.0,Unknown
,Atlantic Immigration Programs,2015-Q3,2015,2015-Q3,0.0,Unknown
,Canadian Experience,2015-Q3,2015,2015-Q3,5.0,Unknown
,Caregiver,2015-Q3,2015,2015-Q3,5.0,Unknown
,Federal Economic Mobility Pathways Pilot,2015-Q3,2015,2015-Q3,0.0,Unknown
,Skilled Trade,2015-Q3,2015,2015-Q3,0.0,Unknown
,Skilled Worker,2015-Q3,2015,2015-Q3,40.0,Unknown
,Self-Employed,2015-Q3,2015,2015-Q3,0.0,Unknown
,Start-up Business,2015-Q3,2015,2015-Q3,0.0,Unknown
,Provincial Nominee Program,2015-Q3,2015,2015-Q3,155.0,Unknown
,Temporary Resident to Permanent Resident Pathway,2015-Q3,2015,2015-Q3,0.0,Unknown
,Sponsored Children,2015-Q3,2015,2015-Q3,,Unknown
,Sponsored Extended Family Member,2015-Q3,2015,2015-Q3,0.0,Unknown
,Sponsored Parent or Grandparent,2015-Q3,2015,2015-Q3,,Unknown
,Sponsored Spouse or Partner,2015-Q3,2015,2015-Q3,35.0,Unknown
,Blended Sponsorship Refugee,2015-Q3,2015,2015-Q3,0.0,Unknown
,Government-Assisted Refugee,2015-Q3,2015,2015-Q3,40.0,Unknown
,Privately Sponsored Refugee,2015-Q3,2015,2015-Q3,0.0,Unknown
Newfoundland and Labrador - Total,Agri-Food Pilot,2015-Q3,2015,2015-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Atlantic Immigration Pilot Programs,2015-Q3,2015,2015-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Atlantic Immigration Programs,2015-Q3,2015,2015-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Canadian Experience,2015-Q3,2015,2015-Q3,5.0,Provincial
Newfoundland and Labrador - Total,Caregiver,2015-Q3,2015,2015-Q3,,Provincial
Newfoundland and Labrador - Total,Federal Economic Mobility Pathways Pilot,2015-Q3,2015,2015-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Skilled Trade,2015-Q3,2015,2015-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Skilled Worker,2015-Q3,2015,2015-Q3,10.0,Provincial
Newfoundland and Labrador - Total,Self-Employed,2015-Q3,2015,2015-Q3,,Provincial
Newfoundland and Labrador - Total,Start-up Business,2015-Q3,2015,2015-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Provincial Nominee Program,2015-Q3,2015,2015-Q3,295.0,Provincial
Newfoundland and Labrador - Total,Temporary Resident to Permanent Resident Pathway,2015-Q3,2015,2015-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Sponsored Children,2015-Q3,2015,2015-Q3,,Provincial
Newfoundland and Labrador - Total,Sponsored Extended Family Member,2015-Q3,2015,2015-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Sponsored Parent or Grandparent,2015-Q3,2015,2015-Q3,,Provincial
Newfoundland and Labrador - Total,Sponsored Spouse or Partner,2015-Q3,2015,2015-Q3,10.0,Provincial
Newfoundland and Labrador - Total,Blended Sponsorship Refugee,2015-Q3,2015,2015-Q3,,Provincial
Newfoundland and Labrador - Total,Government-Assisted Refugee,2015-Q3,2015,2015-Q3,15.0,Provincial
Newfoundland and Labrador - Total,Privately Sponsored Refugee,2015-Q3,2015,2015-Q3,10.0,Provincial
Prince Edward Island - Total,Agri-Food Pilot,2015-Q3,2015,2015-Q3,0.0,Provincial
Prince Edward Island - Total,Atlantic Immigration Pilot Programs,2015-Q3,2015,2015-Q3,0.0,Provincial
Prince Edward Island - Total,Atlantic Immigration Programs,2015-Q3,2015,2015-Q3,0.0,Provincial
Prince Edward Island - Total,Canadian Experience,2015-Q3,2015,2015-Q3,50.0,Provincial
Prince Edward Island - Total,Caregiver,2015-Q3,2015,2015-Q3,15.0,Provincial
Prince Edward Island - Total,Federal Economic Mobility Pathways Pilot,2015-Q3,2015,2015-Q3,0.0,Provincial
Prince Edward Island - Total,Rural and Northern Immigration,2015-Q3,2015,2015-Q3,0.0,Provincial
Prince Edward Island - Total,Skilled Trade,2015-Q3,2015,2015-Q3,5.0,Provincial
Prince Edward Island - Total,Skilled Worker,2015-Q3,2015,2015-Q3,295.0,Provincial
Prince Edward Island - Total,Self-Employed,2015-Q3,2015,2015-Q3,0.0,Provincial
Prince Edward Island - Total,Start-up Business,2015-Q3,2015,2015-Q3,,Provincial
Prince Edward Island - Total,Provincial Nominee Program,2015-Q3,2015,2015-Q3,465.0,Provincial
Prince Edward Island - Total,Temporary Resident to Permanent Resident Pathway,2015-Q3,2015,2015-Q3,0.0,Provincial
Prince Edward Island - Total,Sponsored Children,2015-Q3,2015,2015-Q3,5.0,Provincial
Prince Edward Island - Total,Sponsored Extended Family Member,2015-Q3,2015,2015-Q3,0.0,Provincial
Prince Edward Island - Total,Sponsored Parent or Grandparent,2015-Q3,2015,2015-Q3,20.0,Provincial
Prince Edward Island - Total,Sponsored Spouse or Partner,2015-Q3,2015,2015-Q3,130.0,Provincial
Prince Edward Island - Total,Blended Sponsorship Refugee,2015-Q3,2015,2015-Q3,5.0,Provincial
Prince Edward Island - Total,Government-Assisted Refugee,2015-Q3,2015,2015-Q3,50.0,Provincial
Prince Edward Island - Total,Privately Sponsored Refugee,2015-Q3,2015,2015-Q3,15.0,Provincial
Nova Scotia - Total,Agri-Food Pilot,2015-Q3,2015,2015-Q3,0.0,Provincial
Nova Scotia - Total,Atlantic Immigration Pilot Programs,2015-Q3,2015,2015-Q3,0.0,Provincial
Nova Scotia - Total,Atlantic Immigration Programs,2015-Q3,2015,2015-Q3,0.0,Provincial
Nova Scotia - Total,Canadian Experience,2015-Q3,2015,2015-Q3,20.0,Provincial
Nova Scotia - Total,Caregiver,2015-Q3,2015,2015-Q3,25.0,Provincial
Nova Scotia - Total,Federal Economic Mobility Pathways Pilot,2015-Q3,2015,2015-Q3,0.0,Provincial
Nova Scotia - Total,Rural and Northern Immigration,2015-Q3,2015,2015-Q3,0.0,Provincial
Nova Scotia - Total,Skilled Trade,2015-Q3,2015,2015-Q3,,Provincial
Nova Scotia - Total,Skilled Worker,2015-Q3,2015,2015-Q3,35.0,Provincial
Nova Scotia - Total,Self-Employed,2015-Q3,2015,2015-Q3,0.0,Provincial
Nova Scotia - Total,Start-up Business,2015-Q3,2015,2015-Q3,0.0,Provincial
Nova Scotia - Total,Provincial Nominee Program,2015-Q3,2015,2015-Q3,580.0,Provincial
Nova Scotia - Total,Temporary Resident to Permanent Resident Pathway,2015-Q3,2015,2015-Q3,0.0,Provincial
Nova Scotia - Total,Sponsored Children,2015-Q3,2015,2015-Q3,,Provincial
Nova Scotia - Total,Sponsored Extended Family Member,2015-Q3,2015,2015-Q3,0.0,Provincial
Nova Scotia - Total,Sponsored Parent or Grandparent,2015-Q3,2015,2015-Q3,,Provincial
Nova Scotia - Total,Sponsored Spouse or Partner,2015-Q3,2015,2015-Q3,70.0,Provincial
Nova Scotia - Total,Blended Sponsorship Refugee,2015-Q3,2015,2015-Q3,5.0,Provincial
Nova Scotia - Total,Government-Assisted Refugee,2015-Q3,2015,2015-Q3,15.0,Provincial
Nova Scotia - Total,Privately Sponsored Refugee,2015-Q3,2015,2015-Q3,,Provincial
New Brunswick - Total,Canadian Experience,2015-Q3,2015,2015-Q3,0.0,Provincial
New Brunswick - Total,Caregiver,2015-Q3,2015,2015-Q3,275.0,Provincial
New Brunswick - Total,Skilled Worker,2015-Q3,2015,2015-Q3,6935.0,Provincial
New Brunswick - Total,Entrepreneur,2015-Q3,2015,2015-Q3,70.0,Provincial
New Brunswick - Total,Investor,2015-Q3,2015,2015-Q3,1655.0,Provincial
New Brunswick - Total,Self-Employed,2015-Q3,2015,2015-Q3,55.0,Provincial
New Brunswick - Total,Provincial Nominee Program,2015-Q3,2015,2015-Q3,0.0,Provincial
New Brunswick - Total,Sponsored Children,2015-Q3,2015,2015-Q3,240.0,Provincial
New Brunswick - Total,Sponsored Extended Family Member,2015-Q3,2015,2015-Q3,20.0,Provincial
New Brunswick - Total,Sponsored Parent or Grandparent,2015-Q3,2015,2015-Q3,290.0,Provincial
New Brunswick - Total,Sponsored Spouse or Partner,2015-Q3,2015,2015-Q3,2450.0,Provincial
New Brunswick - Total,Blended Sponsorship Refugee,2015-Q3,2015,2015-Q3,0.0,Provincial
New Brunswick - Total,Government-Assisted Refugee,2015-Q3,2015,2015-Q3,345.0,Provincial
New Brunswick - Total,Privately Sponsored Refugee,2015-Q3,2015,2015-Q3,380.0,Provincial
Quebec - Total,Agri-Food Pilot,2015-Q3,2015,2015-Q3,0.0,Provincial
Quebec - Total,Canadian Experience,2015-Q3,2015,2015-Q3,2850.0,Provincial
Quebec - Total,Caregiver,2015-Q3,2015,2015-Q3,3425.0,Provincial
Quebec - Total,Federal Economic Mobility Pathways Pilot,2015-Q3,2015,2015-Q3,0.0,Provincial
Quebec - Total,Rural and Northern Immigration,2015-Q3,2015,2015-Q3,0.0,Provincial
Quebec - Total,Skilled Trade,2015-Q3,2015,2015-Q3,85.0,Provincial
Quebec - Total,Skilled Worker,2015-Q3,2015,2015-Q3,10430.0,Provincial
Quebec - Total,Entrepreneur,2015-Q3,2015,2015-Q3,10.0,Provincial
Quebec - Total,Investor,2015-Q3,2015,2015-Q3,50.0,Provincial
Quebec - Total,Self-Employed,2015-Q3,2015,2015-Q3,115.0,Provincial
Quebec - Total,Start-up Business,2015-Q3,2015,2015-Q3,10.0,Provincial
Quebec - Total,Provincial Nominee Program,2015-Q3,2015,2015-Q3,1150.0,Provincial
Quebec - Total,Temporary Resident to Permanent Resident Pathway,2015-Q3,2015,2015-Q3,0.0,Provincial
Quebec - Total,Sponsored Children,2015-Q3,2015,2015-Q3,445.0,Provincial
Quebec - Total,Sponsored Extended Family Member,2015-Q3,2015,2015-Q3,35.0,Provincial
Quebec - Total,Sponsored Parent or Grandparent,2015-Q3,2015,2015-Q3,2340.0,Provincial
Quebec - Total,Sponsored Spouse or Partner,2015-Q3,2015,2015-Q3,5010.0,Provincial
Quebec - Total,Blended Sponsorship Refugee,2015-Q3,2015,2015-Q3,50.0,Provincial
Quebec - Total,Government-Assisted Refugee,2015-Q3,2015,2015-Q3,655.0,Provincial
Quebec - Total,Privately Sponsored Refugee,2015-Q3,2015,2015-Q3,735.0,Provincial
Ontario - Total,Agri-Food Pilot,2015-Q3,2015,2015-Q3,0.0,Provincial
